,0.797752808988764
0,0.7752808988764045
1,0.7640449438202247
2,0.8052434456928839
3,0.797752808988764
4,0.7640449438202247
5,0.8052434456928839
6,0.7640449438202247
7,0.8052434456928839
8,0.7865168539325843
9,0.7640449438202247
10,0.8052434456928839
11,0.7640449438202247
12,0.7715355805243446
13,0.7940074906367042
14,0.7715355805243446
15,0.8052434456928839
16,0.8052434456928839
17,0.7640449438202247
18,0.7640449438202247
19,0.7640449438202247
20,0.7640449438202247
21,0.7715355805243446
22,0.7640449438202247
23,0.7640449438202247
24,0.7640449438202247
25,0.7415730337078652
26,0.7715355805243446
27,0.7640449438202247
28,0.7640449438202247
29,0.8052434456928839
30,0.7640449438202247
31,0.8052434456928839
32,0.7640449438202247
33,0.7715355805243446
34,0.7640449438202247
35,0.8052434456928839
36,0.7640449438202247
37,0.7640449438202247
38,0.8052434456928839
39,0.7640449438202247
40,0.7640449438202247
41,0.7640449438202247
42,0.7640449438202247
43,0.7640449438202247
44,0.7640449438202247
45,0.7640449438202247
46,0.7715355805243446
47,0.7752808988764045
48,0.7640449438202247
49,0.7640449438202247
50,0.8052434456928839
51,0.8052434456928839
52,0.7640449438202247
53,0.7640449438202247
54,0.8052434456928839
55,0.8052434456928839
56,0.8052434456928839
57,0.7640449438202247
58,0.7715355805243446
59,0.7640449438202247
60,0.7715355805243446
61,0.8052434456928839
62,0.7715355805243446
63,0.7640449438202247
64,0.7640449438202247
65,0.8052434456928839
66,0.7640449438202247
67,0.7640449438202247
68,0.8052434456928839
69,0.7715355805243446
70,0.7640449438202247
71,0.7715355805243446
72,0.7640449438202247
73,0.7640449438202247
74,0.8052434456928839
75,0.7640449438202247
76,0.7715355805243446
77,0.8052434456928839
78,0.7640449438202247
79,0.7640449438202247
80,0.8052434456928839
81,0.7640449438202247
82,0.7640449438202247
83,0.8052434456928839
84,0.8052434456928839
85,0.8052434456928839
86,0.7715355805243446
87,0.7715355805243446
88,0.7715355805243446
89,0.7640449438202247
90,0.7640449438202247
91,0.7902621722846442
92,0.7640449438202247
93,0.8052434456928839
94,0.7640449438202247
95,0.8052434456928839
96,0.7640449438202247
97,0.7640449438202247
98,0.7640449438202247
99,0.8052434456928839
100,0.8052434456928839
101,0.8052434456928839
102,0.8052434456928839
103,0.8052434456928839
104,0.7715355805243446
105,0.7715355805243446
106,0.7640449438202247
107,0.8052434456928839
108,0.7715355805243446
109,0.7940074906367042
110,0.8052434456928839
111,0.7640449438202247
112,0.8052434456928839
113,0.7715355805243446
114,0.7715355805243446
115,0.7715355805243446
116,0.7640449438202247
117,0.7640449438202247
118,0.7378277153558053
119,0.7715355805243446
120,0.7640449438202247
121,0.7715355805243446
122,0.7940074906367042
123,0.7640449438202247
124,0.7640449438202247
125,0.7640449438202247
126,0.8052434456928839
127,0.7640449438202247
128,0.8052434456928839
129,0.7640449438202247
130,0.8052434456928839
131,0.7640449438202247
132,0.7715355805243446
133,0.7640449438202247
134,0.7640449438202247
135,0.7715355805243446
136,0.7640449438202247
137,0.8052434456928839
138,0.7640449438202247
139,0.7640449438202247
140,0.8052434456928839
141,0.8052434456928839
142,0.8052434456928839
143,0.7640449438202247
144,0.8052434456928839
145,0.8052434456928839
146,0.8052434456928839
147,0.8052434456928839
148,0.7640449438202247
149,0.7640449438202247
150,0.7640449438202247
151,0.7640449438202247
152,0.7640449438202247
153,0.7715355805243446
154,0.8052434456928839
155,0.7640449438202247
156,0.7677902621722846
157,0.7640449438202247
158,0.8052434456928839
159,0.7640449438202247
160,0.8052434456928839
161,0.7715355805243446
162,0.8052434456928839
163,0.8052434456928839
164,0.7715355805243446
165,0.8052434456928839
166,0.8052434456928839
167,0.7715355805243446
168,0.8052434456928839
169,0.7715355805243446
170,0.7640449438202247
171,0.8052434456928839
172,0.8052434456928839
173,0.8052434456928839
174,0.7715355805243446
175,0.8052434456928839
176,0.7640449438202247
177,0.797752808988764
178,0.7640449438202247
179,0.8052434456928839
180,0.8052434456928839
181,0.8052434456928839
182,0.8052434456928839
183,0.8052434456928839
184,0.8052434456928839
185,0.7715355805243446
186,0.8052434456928839
187,0.7640449438202247
188,0.7715355805243446
189,0.7940074906367042
190,0.7640449438202247
191,0.7715355805243446
192,0.7715355805243446
193,0.7715355805243446
194,0.797752808988764
195,0.7640449438202247
196,0.7715355805243446
197,0.7715355805243446
198,0.7640449438202247
199,0.7715355805243446
200,0.7865168539325843
201,0.8052434456928839
202,0.7640449438202247
203,0.7640449438202247
204,0.7640449438202247
205,0.797752808988764
206,0.8052434456928839
207,0.7715355805243446
208,0.7790262172284644
209,0.7640449438202247
210,0.7640449438202247
211,0.7640449438202247
212,0.8052434456928839
213,0.8052434456928839
214,0.797752808988764
215,0.7415730337078652
216,0.797752808988764
217,0.7640449438202247
218,0.8052434456928839
219,0.797752808988764
220,0.797752808988764
221,0.7640449438202247
222,0.797752808988764
223,0.797752808988764
224,0.797752808988764
225,0.797752808988764
226,0.797752808988764
227,0.797752808988764
228,0.797752808988764
229,0.797752808988764
230,0.797752808988764
231,0.797752808988764
232,0.797752808988764
233,0.797752808988764
234,0.797752808988764
235,0.797752808988764
236,0.797752808988764
237,0.797752808988764
238,0.797752808988764
239,0.797752808988764
240,0.797752808988764
241,0.797752808988764
242,0.797752808988764
243,0.797752808988764
244,0.797752808988764
245,0.797752808988764
246,0.797752808988764
247,0.797752808988764
248,0.797752808988764
249,0.797752808988764
250,0.797752808988764
251,0.797752808988764
252,0.797752808988764
253,0.797752808988764
254,0.797752808988764
255,0.797752808988764
256,0.797752808988764
257,0.797752808988764
258,0.797752808988764
259,0.797752808988764
260,0.797752808988764
261,0.797752808988764
262,0.797752808988764
263,0.797752808988764
264,0.797752808988764
265,0.797752808988764
266,0.797752808988764
267,0.797752808988764
268,0.797752808988764
269,0.797752808988764
270,0.797752808988764
271,0.797752808988764
272,0.797752808988764
273,0.797752808988764
274,0.797752808988764
275,0.797752808988764
