,0.8014981273408239
0,0.8014981273408239
1,0.8014981273408239
2,0.8014981273408239
3,0.8014981273408239
4,0.8014981273408239
5,0.8014981273408239
6,0.8014981273408239
7,0.8014981273408239
8,0.8014981273408239
9,0.8014981273408239
10,0.8014981273408239
11,0.8014981273408239
12,0.8014981273408239
13,0.8014981273408239
14,0.8014981273408239
15,0.8014981273408239
16,0.8014981273408239
17,0.8014981273408239
18,0.8014981273408239
19,0.8014981273408239
20,0.8014981273408239
21,0.8014981273408239
22,0.8089887640449438
23,0.8089887640449438
24,0.8089887640449438
25,0.8089887640449438
26,0.8089887640449438
27,0.8089887640449438
28,0.8089887640449438
29,0.8089887640449438
30,0.8089887640449438
31,0.8089887640449438
32,0.8089887640449438
33,0.8089887640449438
34,0.8089887640449438
35,0.8089887640449438
36,0.8089887640449438
37,0.8089887640449438
38,0.8089887640449438
39,0.8089887640449438
40,0.8089887640449438
41,0.8089887640449438
42,0.8089887640449438
43,0.8089887640449438
44,0.8089887640449438
45,0.8089887640449438
46,0.8089887640449438
47,0.8202247191011236
48,0.8202247191011236
49,0.8202247191011236
50,0.8202247191011236
51,0.8202247191011236
52,0.8202247191011236
53,0.8202247191011236
54,0.8202247191011236
55,0.8202247191011236
56,0.8202247191011236
57,0.8202247191011236
58,0.8202247191011236
59,0.8202247191011236
60,0.8202247191011236
61,0.8202247191011236
62,0.8202247191011236
63,0.8202247191011236
64,0.8202247191011236
65,0.8202247191011236
66,0.8202247191011236
67,0.8202247191011236
68,0.8202247191011236
69,0.8202247191011236
70,0.8202247191011236
71,0.8202247191011236
72,0.8202247191011236
73,0.8202247191011236
74,0.8202247191011236
75,0.8202247191011236
76,0.8202247191011236
77,0.8202247191011236
78,0.8202247191011236
79,0.8202247191011236
80,0.8202247191011236
81,0.8202247191011236
82,0.8202247191011236
83,0.8202247191011236
84,0.8202247191011236
85,0.8202247191011236
86,0.8202247191011236
87,0.8202247191011236
88,0.8202247191011236
89,0.8202247191011236
90,0.8202247191011236
91,0.8202247191011236
92,0.8202247191011236
93,0.8202247191011236
94,0.8202247191011236
95,0.8202247191011236
96,0.8202247191011236
97,0.8202247191011236
