,0.797752808988764
0,0.7640449438202247
1,0.7602996254681648
2,0.8014981273408239
3,0.8014981273408239
4,0.8014981273408239
5,0.8014981273408239
6,0.8014981273408239
7,0.8014981273408239
8,0.7940074906367042
9,0.8014981273408239
10,0.8014981273408239
11,0.8014981273408239
12,0.8014981273408239
13,0.8014981273408239
14,0.8014981273408239
15,0.8014981273408239
16,0.8014981273408239
17,0.8014981273408239
18,0.8014981273408239
19,0.8014981273408239
20,0.8014981273408239
21,0.8014981273408239
22,0.8014981273408239
23,0.8014981273408239
24,0.8014981273408239
25,0.8014981273408239
26,0.8014981273408239
27,0.8014981273408239
28,0.8014981273408239
29,0.8014981273408239
30,0.8014981273408239
31,0.8014981273408239
32,0.8014981273408239
33,0.8014981273408239
34,0.8014981273408239
35,0.8014981273408239
36,0.8014981273408239
37,0.8014981273408239
38,0.8014981273408239
39,0.8014981273408239
40,0.8014981273408239
41,0.8014981273408239
42,0.8014981273408239
43,0.8014981273408239
44,0.8014981273408239
45,0.8014981273408239
46,0.8014981273408239
47,0.8014981273408239
48,0.8014981273408239
49,0.8014981273408239
50,0.8014981273408239
51,0.8014981273408239
52,0.8014981273408239
53,0.8014981273408239
54,0.8014981273408239
55,0.8014981273408239
56,0.8014981273408239
57,0.8014981273408239
58,0.8014981273408239
